locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPDIGIDD_00723	CDS	1062	fokIM	2.1.1.72		Modification methylase FokI
PPDIGIDD_00724	CDS	516	cysE	2.3.1.30	COG1045	Serine acetyltransferase
PPDIGIDD_00725	CDS	120				hypothetical protein
PPDIGIDD_00726	tRNA	87				tRNA-Leu(caa)
PPDIGIDD_00727	tRNA	87				tRNA-Leu(gag)
PPDIGIDD_00728	CDS	318	atpH			ATP synthase subunit c
PPDIGIDD_00729	CDS	2067	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PPDIGIDD_00730	CDS	711			COG1926	putative protein
PPDIGIDD_00731	CDS	2262	lptD			LPS-assembly protein LptD
PPDIGIDD_00732	CDS	480				hypothetical protein
PPDIGIDD_00733	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PPDIGIDD_00734	CDS	687		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
PPDIGIDD_00735	CDS	705	uppS	2.5.1.-	COG0020	Isoprenyl transferase
PPDIGIDD_00736	CDS	2841				hypothetical protein
PPDIGIDD_00737	CDS	333				hypothetical protein
PPDIGIDD_00738	CDS	681				hypothetical protein
PPDIGIDD_00739	CDS	393	crcB			Putative fluoride ion transporter CrcB
PPDIGIDD_00740	CDS	828	hemW		COG0635	Heme chaperone HemW
PPDIGIDD_00741	CDS	291			COG2863	Cytochrome c-553
PPDIGIDD_00742	CDS	468	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
PPDIGIDD_00743	CDS	1005	lysC_1	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
PPDIGIDD_00744	CDS	228	lysC_2	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
PPDIGIDD_00745	CDS	543				hypothetical protein
PPDIGIDD_00746	CDS	657				hypothetical protein
PPDIGIDD_00747	CDS	1143	folP		COG0294	Bifunctional dihydropteroate synthase/dihydropteroate reductase
PPDIGIDD_00748	CDS	462				hypothetical protein
PPDIGIDD_00749	CDS	897	cntI			Pseudopaline exporter CntI
PPDIGIDD_00750	CDS	1023				hypothetical protein
PPDIGIDD_00751	CDS	189				hypothetical protein
PPDIGIDD_00752	CDS	552				hypothetical protein
PPDIGIDD_00753	CDS	1128	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
PPDIGIDD_00754	CDS	1005	amiF	3.5.1.49	COG0388	Formamidase
PPDIGIDD_00755	CDS	477				hypothetical protein
PPDIGIDD_00756	CDS	573		3.6.1.9		dTTP/UTP pyrophosphatase
PPDIGIDD_00757	CDS	2544	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PPDIGIDD_00758	CDS	231				hypothetical protein
PPDIGIDD_00759	CDS	2232				hypothetical protein
PPDIGIDD_00760	CDS	258	rpsR		COG0238	30S ribosomal protein S18
PPDIGIDD_00761	CDS	546	ssb		COG0629	Single-stranded DNA-binding protein
PPDIGIDD_00762	CDS	429	rpsF		COG0360	30S ribosomal protein S6
PPDIGIDD_00763	CDS	1023			COG1466	Protein
PPDIGIDD_00764	CDS	1935	rnr	3.1.13.1		Ribonuclease R
PPDIGIDD_00765	CDS	792	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PPDIGIDD_00766	CDS	615				hypothetical protein
PPDIGIDD_00767	CDS	1047	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
PPDIGIDD_00768	CDS	1779				hypothetical protein
PPDIGIDD_00769	CDS	981	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PPDIGIDD_00770	CDS	723	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
PPDIGIDD_00771	CDS	501				hypothetical protein
PPDIGIDD_00772	CDS	558	frr			Ribosome-recycling factor
PPDIGIDD_00773	CDS	606	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PPDIGIDD_00774	CDS	348				hypothetical protein
PPDIGIDD_00775	CDS	690	SIRT5	2.3.1.286		NAD-dependent protein deacylase sirtuin-5, mitochondrial
PPDIGIDD_00776	CDS	402	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
PPDIGIDD_00777	CDS	480	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
PPDIGIDD_00778	CDS	798	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
PPDIGIDD_00779	CDS	1230	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
PPDIGIDD_00780	CDS	231				hypothetical protein
PPDIGIDD_00781	CDS	993				hypothetical protein
PPDIGIDD_00782	CDS	2535				hypothetical protein
PPDIGIDD_00783	CDS	237				hypothetical protein
PPDIGIDD_00784	CDS	738	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
PPDIGIDD_00785	CDS	663	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PPDIGIDD_00786	CDS	549	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PPDIGIDD_00787	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PPDIGIDD_00788	CDS	1839	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PPDIGIDD_00789	CDS	1539	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PPDIGIDD_00790	CDS	1473	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PPDIGIDD_00791	CDS	2382				hypothetical protein
PPDIGIDD_00792	CDS	1377	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
PPDIGIDD_00793	CDS	168				hypothetical protein
PPDIGIDD_00794	CDS	135				hypothetical protein
PPDIGIDD_00795	CDS	789	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
PPDIGIDD_00796	CDS	1182	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
PPDIGIDD_00797	CDS	1359	trpC_1		COG0134	Tryptophan biosynthesis protein TrpCF
PPDIGIDD_00798	CDS	483	trpGD		COG0512	Bifunctional protein TrpGD
PPDIGIDD_00799	CDS	510	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
PPDIGIDD_00800	CDS	585	trpG	4.1.3.27		Anthranilate synthase component 2
PPDIGIDD_00801	CDS	1503	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
PPDIGIDD_00802	CDS	1059				hypothetical protein
PPDIGIDD_00803	CDS	693	hel		COG2503	Lipoprotein E
PPDIGIDD_00804	CDS	549	yceI		COG2353	Protein YceI
PPDIGIDD_00805	CDS	657	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
PPDIGIDD_00806	CDS	663	pnuC		COG3201	Nicotinamide riboside transporter PnuC
PPDIGIDD_00807	CDS	615				hypothetical protein
PPDIGIDD_00808	CDS	351	rplQ		COG0203	50S ribosomal protein L17
PPDIGIDD_00809	CDS	1035	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PPDIGIDD_00810	CDS	465	rpsD			30S ribosomal protein S4
PPDIGIDD_00811	CDS	123				hypothetical protein
PPDIGIDD_00812	CDS	396	rpsK			30S ribosomal protein S11
PPDIGIDD_00813	CDS	363	rpsM			30S ribosomal protein S13
PPDIGIDD_00814	CDS	219	infA		COG0361	Translation initiation factor IF-1
PPDIGIDD_00815	CDS	762	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
PPDIGIDD_00816	CDS	1263	secY		COG0201	Protein translocase subunit SecY
PPDIGIDD_00817	CDS	402	rplO			50S ribosomal protein L15
PPDIGIDD_00818	CDS	444	rpsE			30S ribosomal protein S5
PPDIGIDD_00819	CDS	357	rplR			50S ribosomal protein L18
PPDIGIDD_00820	CDS	537	rplF		COG0097	50S ribosomal protein L6
PPDIGIDD_00821	CDS	396	rpsH			30S ribosomal protein S8
PPDIGIDD_00822	CDS	546	rplE			50S ribosomal protein L5
PPDIGIDD_00823	CDS	222	rplX			50S ribosomal protein L24
PPDIGIDD_00824	CDS	369	rplN		COG0093	50S ribosomal protein L14
PPDIGIDD_00825	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
PPDIGIDD_00826	CDS	201				hypothetical protein
PPDIGIDD_00827	CDS	426	rplP		COG0197	50S ribosomal protein L16
PPDIGIDD_00828	CDS	705	rpsC		COG0092	30S ribosomal protein S3
PPDIGIDD_00829	CDS	369	rplV		COG0091	50S ribosomal protein L22
PPDIGIDD_00830	CDS	282	rpsS		COG0185	30S ribosomal protein S19
PPDIGIDD_00831	CDS	831	rplB			50S ribosomal protein L2
PPDIGIDD_00832	CDS	282				hypothetical protein
PPDIGIDD_00833	CDS	648	rplD			50S ribosomal protein L4
PPDIGIDD_00834	CDS	576	rplC		COG0087	50S ribosomal protein L3
PPDIGIDD_00835	CDS	315	rpsJ		COG0051	30S ribosomal protein S10
PPDIGIDD_00836	CDS	1098				hypothetical protein
PPDIGIDD_00837	CDS	576				hypothetical protein
PPDIGIDD_00838	CDS	645	rnhB	3.1.26.4	COG0164	Ribonuclease HII
PPDIGIDD_00839	CDS	252				hypothetical protein
PPDIGIDD_00840	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
PPDIGIDD_00841	CDS	378				hypothetical protein
PPDIGIDD_00842	CDS	1239				hypothetical protein
PPDIGIDD_00843	CDS	1008				hypothetical protein
PPDIGIDD_00844	CDS	3114	cusA		COG3696	Cation efflux system protein CusA
PPDIGIDD_00845	CDS	342				hypothetical protein
PPDIGIDD_00846	CDS	687				hypothetical protein
PPDIGIDD_00847	CDS	1110	dnaJ		COG0484	Chaperone protein DnaJ
PPDIGIDD_00848	CDS	1077				hypothetical protein
PPDIGIDD_00849	CDS	1029	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
PPDIGIDD_00850	CDS	762				hypothetical protein
PPDIGIDD_00851	CDS	525	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
PPDIGIDD_00852	CDS	447				Putative nickel-responsive regulator
PPDIGIDD_00853	CDS	438	tolQ_2			Tol-Pal system protein TolQ
PPDIGIDD_00854	CDS	390	exbD_2		COG0848	Biopolymer transport protein ExbD
PPDIGIDD_00855	CDS	345				hypothetical protein
PPDIGIDD_00856	CDS	276	tonB		COG0810	Protein TonB
PPDIGIDD_00857	CDS	993	aguA	3.5.3.12	COG2957	Agmatine deiminase
PPDIGIDD_00858	CDS	2274	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
PPDIGIDD_00859	CDS	999	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
PPDIGIDD_00860	CDS	933	colC	1.1.1.356		GDP-L-colitose synthase
PPDIGIDD_00861	CDS	1146	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
PPDIGIDD_00862	CDS	1419	algA		COG0662	Alginate biosynthesis protein AlgA
PPDIGIDD_00863	CDS	1137				hypothetical protein
PPDIGIDD_00864	CDS	966				hypothetical protein
PPDIGIDD_00865	CDS	744				hypothetical protein
PPDIGIDD_00866	CDS	126				hypothetical protein
PPDIGIDD_00867	CDS	1056				hypothetical protein
PPDIGIDD_00868	CDS	1005				hypothetical protein
PPDIGIDD_00869	CDS	303			COG0718	Nucleoid-associated protein
PPDIGIDD_00870	CDS	354	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
PPDIGIDD_00871	CDS	2220	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PPDIGIDD_00872	CDS	276	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
PPDIGIDD_00873	CDS	414				hypothetical protein
PPDIGIDD_00874	CDS	1785				hypothetical protein
PPDIGIDD_00875	CDS	657	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
PPDIGIDD_00876	CDS	528				hypothetical protein
PPDIGIDD_00877	CDS	1278	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
PPDIGIDD_00878	CDS	1281	gltA	2.3.3.16	COG0372	Citrate synthase
PPDIGIDD_00879	CDS	138				hypothetical protein
PPDIGIDD_00880	CDS	291				hypothetical protein
PPDIGIDD_00881	CDS	1932				hypothetical protein
PPDIGIDD_00882	CDS	2352				hypothetical protein
PPDIGIDD_00883	CDS	849	bioB	2.8.1.6	COG0502	Biotin synthase
PPDIGIDD_00884	CDS	879				hypothetical protein
PPDIGIDD_00885	rRNA	2880				23S ribosomal RNA
PPDIGIDD_00886	CDS	441				hypothetical protein
PPDIGIDD_00887	CDS	1839				hypothetical protein
PPDIGIDD_00888	CDS	921				hypothetical protein
PPDIGIDD_00889	CDS	441	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
PPDIGIDD_00890	CDS	342	rsfS			Ribosomal silencing factor RsfS
PPDIGIDD_00891	CDS	831	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
PPDIGIDD_00892	CDS	1104				hypothetical protein
PPDIGIDD_00893	CDS	798				hypothetical protein
PPDIGIDD_00894	CDS	852	cptA	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
PPDIGIDD_00895	CDS	267	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
PPDIGIDD_00896	CDS	381	murB_2	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
PPDIGIDD_00897	CDS	267				hypothetical protein
PPDIGIDD_00898	CDS	1305	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
PPDIGIDD_00899	CDS	915	ptlH		COG0630	Type IV secretion system protein PtlH
PPDIGIDD_00900	CDS	2466	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PPDIGIDD_00901	CDS	198				hypothetical protein
PPDIGIDD_00902	CDS	258			COG1188	putative protein
PPDIGIDD_00903	CDS	621				hypothetical protein
PPDIGIDD_00904	CDS	258				hypothetical protein
PPDIGIDD_00905	CDS	1074	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
PPDIGIDD_00906	CDS	990	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PPDIGIDD_00907	CDS	2085	rnaJ	3.1.-.-		Ribonuclease J
PPDIGIDD_00908	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
PPDIGIDD_00909	CDS	183				hypothetical protein
PPDIGIDD_00910	CDS	2067				hypothetical protein
PPDIGIDD_00911	CDS	345				hypothetical protein
PPDIGIDD_00912	CDS	882	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
PPDIGIDD_00913	CDS	879				hypothetical protein
PPDIGIDD_00914	CDS	249				hypothetical protein
PPDIGIDD_00915	CDS	732				hypothetical protein
PPDIGIDD_00916	CDS	495				hypothetical protein
PPDIGIDD_00917	CDS	453				hypothetical protein
PPDIGIDD_00918	rRNA	1502				16S ribosomal RNA
PPDIGIDD_00919	CDS	684				hypothetical protein
PPDIGIDD_00920	CDS	267				hypothetical protein
PPDIGIDD_00921	CDS	183	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
PPDIGIDD_00922	CDS	231	csrA		COG1551	Translational regulator CsrA
PPDIGIDD_00923	CDS	804	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PPDIGIDD_00924	CDS	459	smpB		COG0691	SsrA-binding protein
PPDIGIDD_00925	CDS	453	tolQ_3			Tol-Pal system protein TolQ
PPDIGIDD_00926	CDS	402	tolR			Tol-Pal system protein TolR
PPDIGIDD_00927	CDS	486	rnpA	3.1.26.5		Ribonuclease P protein component
PPDIGIDD_00928	CDS	357	yidD			Putative membrane protein insertion efficiency factor
PPDIGIDD_00929	CDS	504	yidC_1			Membrane protein insertase YidC
PPDIGIDD_00930	CDS	1155	yidC_2		COG0706	Membrane protein insertase YidC
PPDIGIDD_00931	CDS	729				hypothetical protein
PPDIGIDD_00932	CDS	1353	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
PPDIGIDD_00933	CDS	2235				hypothetical protein
PPDIGIDD_00934	CDS	912				hypothetical protein
PPDIGIDD_00935	CDS	342				hypothetical protein
PPDIGIDD_00936	CDS	528				LPP20 lipoprotein
PPDIGIDD_00937	CDS	633				hypothetical protein
PPDIGIDD_00938	CDS	315	trxA_2		COG0526	Thioredoxin
PPDIGIDD_00939	CDS	774	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
PPDIGIDD_00940	CDS	2370	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
PPDIGIDD_00941	CDS	1194	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
PPDIGIDD_00942	CDS	1053	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
PPDIGIDD_00943	CDS	105				hypothetical protein
PPDIGIDD_00944	CDS	588				hypothetical protein
PPDIGIDD_00945	CDS	216				hypothetical protein
PPDIGIDD_00946	CDS	333				hypothetical protein
PPDIGIDD_00947	CDS	816				hypothetical protein
PPDIGIDD_00948	CDS	789	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
PPDIGIDD_00949	CDS	1134				hypothetical protein
PPDIGIDD_00950	CDS	660				hypothetical protein
PPDIGIDD_00951	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
PPDIGIDD_00952	CDS	747				hypothetical protein
PPDIGIDD_00953	CDS	996	polA_1	2.7.7.7		DNA polymerase I, thermostable
PPDIGIDD_00954	CDS	1701	polA_2	2.7.7.7		DNA polymerase I
PPDIGIDD_00955	CDS	573				hypothetical protein
PPDIGIDD_00956	CDS	618				hypothetical protein
PPDIGIDD_00957	CDS	2037	bcgIA	3.1.21.-		Restriction enzyme BgcI subunit alpha
PPDIGIDD_00958	CDS	576				hypothetical protein
PPDIGIDD_00959	CDS	576	tmk	2.7.4.9	COG0125	Thymidylate kinase
PPDIGIDD_00960	CDS	474	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
PPDIGIDD_00961	CDS	564	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PPDIGIDD_00962	CDS	657				hypothetical protein
PPDIGIDD_00963	CDS	2007	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
PPDIGIDD_00964	CDS	1008				hypothetical protein
PPDIGIDD_00965	CDS	483				hypothetical protein
PPDIGIDD_00966	CDS	963				hypothetical protein
PPDIGIDD_00967	CDS	1248	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PPDIGIDD_00968	CDS	132				hypothetical protein
PPDIGIDD_00969	CDS	585				hypothetical protein
PPDIGIDD_00970	CDS	261	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PPDIGIDD_00971	CDS	564	menG	2.1.1.163		Demethylmenaquinone methyltransferase
PPDIGIDD_00972	CDS	231	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PPDIGIDD_00973	CDS	447				hypothetical protein
PPDIGIDD_00974	CDS	504				hypothetical protein
PPDIGIDD_00975	CDS	1131				hypothetical protein
PPDIGIDD_00976	CDS	1098				hypothetical protein
PPDIGIDD_00977	CDS	990				hypothetical protein
PPDIGIDD_00978	CDS	321				hypothetical protein
PPDIGIDD_00979	CDS	1206				hypothetical protein
PPDIGIDD_00980	CDS	1350				hypothetical protein
PPDIGIDD_00981	CDS	1029				hypothetical protein
PPDIGIDD_00982	CDS	657				hypothetical protein
PPDIGIDD_00983	CDS	270	nfuA			Fe/S biogenesis protein NfuA
PPDIGIDD_00984	CDS	612				hypothetical protein
PPDIGIDD_00985	CDS	1344	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PPDIGIDD_00986	CDS	951	tal	2.2.1.2		Transaldolase
PPDIGIDD_00987	CDS	537	rplY			50S ribosomal protein L25
PPDIGIDD_00988	CDS	561	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
PPDIGIDD_00989	CDS	1068				hypothetical protein
PPDIGIDD_00990	CDS	924				hypothetical protein
PPDIGIDD_00991	CDS	1080				hypothetical protein
PPDIGIDD_00992	CDS	438				hypothetical protein
PPDIGIDD_00993	CDS	567	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
PPDIGIDD_00994	CDS	1794	copA_1	7.2.2.8		Copper-exporting P-type ATPase
PPDIGIDD_00995	CDS	717	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
PPDIGIDD_00996	CDS	480				hypothetical protein
PPDIGIDD_00997	CDS	552				hypothetical protein
PPDIGIDD_00998	CDS	1227	gltS		COG0786	Sodium/glutamate symporter
PPDIGIDD_00999	CDS	1200		1.5.1.43		Carboxynorspermidine synthase
PPDIGIDD_01000	CDS	573				hypothetical protein
PPDIGIDD_01001	CDS	699				hypothetical protein
PPDIGIDD_01002	CDS	663	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
PPDIGIDD_01003	CDS	354				hypothetical protein
PPDIGIDD_01004	CDS	327				hypothetical protein
PPDIGIDD_01005	CDS	2640	btuB_2			Vitamin B12 transporter BtuB
PPDIGIDD_01006	CDS	1161	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
PPDIGIDD_01007	CDS	1188	nusA		COG0195	Transcription termination/antitermination protein NusA
PPDIGIDD_01008	CDS	1068				hypothetical protein
PPDIGIDD_01009	CDS	2697				hypothetical protein
PPDIGIDD_01010	CDS	2142				hypothetical protein
PPDIGIDD_01011	CDS	690				hypothetical protein
PPDIGIDD_01012	CDS	2151				hypothetical protein
PPDIGIDD_01013	CDS	213				hypothetical protein
PPDIGIDD_01014	CDS	1710				hypothetical protein
PPDIGIDD_01015	CDS	1074	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
PPDIGIDD_01016	CDS	837				hypothetical protein
PPDIGIDD_01017	CDS	354				hypothetical protein
PPDIGIDD_01018	CDS	636				hypothetical protein
PPDIGIDD_01019	CDS	753	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
PPDIGIDD_01020	tRNA	76				tRNA-Phe(gaa)
PPDIGIDD_01021	CDS	1440				hypothetical protein
PPDIGIDD_01022	CDS	1368	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PPDIGIDD_01023	CDS	537				hypothetical protein
PPDIGIDD_01024	CDS	240				putative protein
PPDIGIDD_01025	CDS	1794	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PPDIGIDD_01026	CDS	627	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
PPDIGIDD_01027	CDS	426				hypothetical protein
PPDIGIDD_01028	CDS	687				hypothetical protein
PPDIGIDD_01029	CDS	777				hypothetical protein
PPDIGIDD_01030	CDS	2451				hypothetical protein
PPDIGIDD_01031	CDS	2088	hsdR_2	3.1.21.3		Type-1 restriction enzyme R protein
PPDIGIDD_01032	CDS	870				hypothetical protein
PPDIGIDD_01033	CDS	321				hypothetical protein
PPDIGIDD_01034	CDS	378				hypothetical protein
PPDIGIDD_01035	CDS	2037				hypothetical protein
PPDIGIDD_01036	CDS	507	btuB_3			Vitamin B12 transporter BtuB
PPDIGIDD_01037	CDS	969	rocF	3.5.3.1	COG0010	Arginase
PPDIGIDD_01038	CDS	1143	ald	1.4.1.1	COG0686	Alanine dehydrogenase
PPDIGIDD_01039	CDS	1755				hypothetical protein
PPDIGIDD_01040	CDS	348				hypothetical protein
PPDIGIDD_01041	CDS	306				hypothetical protein
PPDIGIDD_01042	CDS	855	nadK	2.7.1.23		NAD kinase
PPDIGIDD_01043	CDS	1575	recN		COG0497	DNA repair protein RecN
PPDIGIDD_01044	CDS	1308				hypothetical protein
PPDIGIDD_01045	CDS	297				hypothetical protein
PPDIGIDD_01046	CDS	528				hypothetical protein
PPDIGIDD_01047	CDS	201				hypothetical protein
PPDIGIDD_01048	CDS	450				hypothetical protein
PPDIGIDD_01049	CDS	147				hypothetical protein
PPDIGIDD_01050	CDS	864	dinG	3.1.-.-		3'-5' exonuclease DinG
PPDIGIDD_01051	CDS	654	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
PPDIGIDD_01052	CDS	873	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
PPDIGIDD_01053	CDS	204				hypothetical protein
PPDIGIDD_01054	CDS	897				hypothetical protein
PPDIGIDD_01055	CDS	732				hypothetical protein
PPDIGIDD_01056	CDS	396				hypothetical protein
PPDIGIDD_01057	CDS	1068	tsf		COG0264	Elongation factor Ts
PPDIGIDD_01058	CDS	795	rpsB		COG0052	30S ribosomal protein S2
PPDIGIDD_01059	CDS	120				hypothetical protein
PPDIGIDD_01060	CDS	2850	recB	3.1.11.5		RecBCD enzyme subunit RecB
PPDIGIDD_01061	CDS	1317	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
PPDIGIDD_01062	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
PPDIGIDD_01063	CDS	1578	secD		COG0342	Protein translocase subunit SecD
PPDIGIDD_01064	CDS	384	secF_1			Protein-export membrane protein SecF
PPDIGIDD_01065	CDS	576	secF_2		COG0341	Protein translocase subunit SecF
PPDIGIDD_01066	CDS	339				hypothetical protein
PPDIGIDD_01067	CDS	2421	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
PPDIGIDD_01068	CDS	513				hypothetical protein
PPDIGIDD_01069	CDS	1176	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PPDIGIDD_01070	CDS	927				hypothetical protein
PPDIGIDD_01071	CDS	936				hypothetical protein
PPDIGIDD_01072	CDS	255				hypothetical protein
PPDIGIDD_01073	CDS	2541	mfd_1	3.6.4.-		Transcription-repair-coupling factor
PPDIGIDD_01074	CDS	489	mfd_2	3.6.4.-	COG1197	Transcription-repair-coupling factor
PPDIGIDD_01075	CDS	504	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
PPDIGIDD_01076	CDS	516	fbcH		COG1290	Cytochrome b/c1
PPDIGIDD_01077	CDS	774	petB		COG1290	Cytochrome b
PPDIGIDD_01078	CDS	858				hypothetical protein
PPDIGIDD_01079	CDS	390				hypothetical protein
PPDIGIDD_01080	CDS	243				hypothetical protein
PPDIGIDD_01081	CDS	1083		3.6.1.-	COG1106	ATP/GTP phosphatase
PPDIGIDD_01082	CDS	1845	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PPDIGIDD_01083	CDS	330	fliE			Flagellar hook-basal body complex protein FliE
PPDIGIDD_01084	CDS	486	flgC		COG1558	Flagellar basal-body rod protein FlgC
PPDIGIDD_01085	CDS	423	flgB		COG1815	Flagellar basal body rod protein FlgB
PPDIGIDD_01086	CDS	1167	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
PPDIGIDD_01087	CDS	1002				hypothetical protein
PPDIGIDD_01088	CDS	597	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
PPDIGIDD_01089	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
PPDIGIDD_01090	CDS	1776	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
PPDIGIDD_01091	CDS	360				hypothetical protein
PPDIGIDD_01092	CDS	627	engB			GTP-binding protein EngB
PPDIGIDD_01093	CDS	558	lptA			Lipopolysaccharide export system protein LptA
PPDIGIDD_01094	CDS	594				hypothetical protein
