locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMIBBFGC_00724	CDS	3594	rpoBC_1	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
LMIBBFGC_00725	CDS	5139	rpoBC_2	2.7.7.6	COG0085	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
LMIBBFGC_00726	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
LMIBBFGC_00727	CDS	237	rplJ_1		COG0244	50S ribosomal protein L10
LMIBBFGC_00728	CDS	288	rplJ_2		COG0244	50S ribosomal protein L10
LMIBBFGC_00729	CDS	705	rplA		COG0081	50S ribosomal protein L1
LMIBBFGC_00730	CDS	426	rplK		COG0080	50S ribosomal protein L11
LMIBBFGC_00731	CDS	528	nusG		COG0250	Transcription termination/antitermination protein NusG
LMIBBFGC_00732	CDS	165				hypothetical protein
LMIBBFGC_00733	tRNA	76				tRNA-Trp(cca)
LMIBBFGC_00734	CDS	159	rpmG2		COG0267	50S ribosomal protein L33 2
LMIBBFGC_00735	CDS	1200	tufA		COG0050	Elongation factor Tu
LMIBBFGC_00736	tRNA	75				tRNA-Thr(ggt)
LMIBBFGC_00737	tRNA	77				tRNA-Gly(tcc)
LMIBBFGC_00738	tRNA	85				tRNA-Tyr(gta)
LMIBBFGC_00739	tRNA	76				tRNA-Thr(tgt)
LMIBBFGC_00740	CDS	1497	pglK_1	7.5.2.5	COG1132	Protein glycosylation K
LMIBBFGC_00741	CDS	177	pglK_2	7.5.2.5	COG1132	Protein glycosylation K
LMIBBFGC_00742	CDS	669				hypothetical protein
LMIBBFGC_00743	CDS	1062	fokIM	2.1.1.72		Modification methylase FokI
LMIBBFGC_00744	CDS	516	cysE	2.3.1.30	COG1045	Serine acetyltransferase
LMIBBFGC_00745	CDS	120				hypothetical protein
LMIBBFGC_00746	tRNA	87				tRNA-Leu(caa)
LMIBBFGC_00747	tRNA	87				tRNA-Leu(gag)
LMIBBFGC_00748	CDS	318	atpH			ATP synthase subunit c
LMIBBFGC_00749	CDS	2067	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LMIBBFGC_00750	CDS	711			COG1926	putative protein
LMIBBFGC_00751	CDS	2262	lptD			LPS-assembly protein LptD
LMIBBFGC_00752	CDS	480				hypothetical protein
LMIBBFGC_00753	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LMIBBFGC_00754	CDS	687		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
LMIBBFGC_00755	CDS	705	uppS	2.5.1.-	COG0020	Isoprenyl transferase
LMIBBFGC_00756	CDS	2841				hypothetical protein
LMIBBFGC_00757	CDS	333				hypothetical protein
LMIBBFGC_00758	CDS	681				hypothetical protein
LMIBBFGC_00759	CDS	393	crcB			Putative fluoride ion transporter CrcB
LMIBBFGC_00760	CDS	681	hemW		COG0635	Heme chaperone HemW
LMIBBFGC_00761	CDS	291			COG2863	Cytochrome c-553
LMIBBFGC_00762	CDS	468	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
LMIBBFGC_00763	CDS	1005	lysC_1	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
LMIBBFGC_00764	CDS	228	lysC_2	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
LMIBBFGC_00765	CDS	543				hypothetical protein
LMIBBFGC_00766	CDS	657				hypothetical protein
LMIBBFGC_00767	CDS	1143	folP		COG0294	Bifunctional dihydropteroate synthase/dihydropteroate reductase
LMIBBFGC_00768	CDS	462				hypothetical protein
LMIBBFGC_00769	CDS	897	cntI			Pseudopaline exporter CntI
LMIBBFGC_00770	CDS	237				hypothetical protein
LMIBBFGC_00771	CDS	699				hypothetical protein
LMIBBFGC_00772	CDS	189				hypothetical protein
LMIBBFGC_00773	CDS	552				hypothetical protein
LMIBBFGC_00774	CDS	1128	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
LMIBBFGC_00775	CDS	1005	amiF	3.5.1.49	COG0388	Formamidase
LMIBBFGC_00776	CDS	477				hypothetical protein
LMIBBFGC_00777	CDS	573		3.6.1.9		dTTP/UTP pyrophosphatase
LMIBBFGC_00778	CDS	2544	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LMIBBFGC_00779	CDS	231				hypothetical protein
LMIBBFGC_00780	CDS	2211				hypothetical protein
LMIBBFGC_00781	CDS	258	rpsR		COG0238	30S ribosomal protein S18
LMIBBFGC_00782	CDS	546	ssb		COG0629	Single-stranded DNA-binding protein
LMIBBFGC_00783	CDS	429	rpsF		COG0360	30S ribosomal protein S6
LMIBBFGC_00784	CDS	1023			COG1466	Protein
LMIBBFGC_00785	CDS	1935	rnr	3.1.13.1		Ribonuclease R
LMIBBFGC_00786	CDS	792	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LMIBBFGC_00787	CDS	615				hypothetical protein
LMIBBFGC_00788	CDS	1047	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
LMIBBFGC_00789	CDS	630				hypothetical protein
LMIBBFGC_00790	CDS	1191				hypothetical protein
LMIBBFGC_00791	CDS	981	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
LMIBBFGC_00792	CDS	723	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
LMIBBFGC_00793	CDS	501				hypothetical protein
LMIBBFGC_00794	CDS	558	frr			Ribosome-recycling factor
LMIBBFGC_00795	CDS	582	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
LMIBBFGC_00796	CDS	348				hypothetical protein
LMIBBFGC_00797	CDS	690	SIRT5	2.3.1.286		NAD-dependent protein deacylase sirtuin-5, mitochondrial
LMIBBFGC_00798	CDS	402	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
LMIBBFGC_00799	CDS	480	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
LMIBBFGC_00800	CDS	798	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
LMIBBFGC_00801	CDS	1230	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
LMIBBFGC_00802	CDS	231				hypothetical protein
LMIBBFGC_00803	CDS	993				hypothetical protein
LMIBBFGC_00804	CDS	2535				hypothetical protein
LMIBBFGC_00805	CDS	237				hypothetical protein
LMIBBFGC_00806	CDS	738	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
LMIBBFGC_00807	CDS	663	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
LMIBBFGC_00808	CDS	549	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
LMIBBFGC_00809	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
LMIBBFGC_00810	CDS	795	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LMIBBFGC_00811	CDS	1074	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LMIBBFGC_00812	CDS	1539	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
LMIBBFGC_00813	CDS	1218	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
LMIBBFGC_00814	CDS	276	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LMIBBFGC_00815	CDS	2382				hypothetical protein
LMIBBFGC_00816	CDS	1377	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LMIBBFGC_00817	CDS	168				hypothetical protein
LMIBBFGC_00818	CDS	135				hypothetical protein
LMIBBFGC_00819	CDS	789	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
LMIBBFGC_00820	CDS	1182	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
LMIBBFGC_00821	CDS	1359	trpC_1		COG0134	Tryptophan biosynthesis protein TrpCF
LMIBBFGC_00822	CDS	483	trpGD		COG0512	Bifunctional protein TrpGD
LMIBBFGC_00823	CDS	510	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
LMIBBFGC_00824	CDS	585	trpG	4.1.3.27		Anthranilate synthase component 2
LMIBBFGC_00825	CDS	1503	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
LMIBBFGC_00826	CDS	1059				hypothetical protein
LMIBBFGC_00827	CDS	693	hel		COG2503	Lipoprotein E
LMIBBFGC_00828	CDS	549	yceI		COG2353	Protein YceI
LMIBBFGC_00829	CDS	657	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
LMIBBFGC_00830	CDS	663	pnuC		COG3201	Nicotinamide riboside transporter PnuC
LMIBBFGC_00831	CDS	615				hypothetical protein
LMIBBFGC_00832	CDS	351	rplQ		COG0203	50S ribosomal protein L17
LMIBBFGC_00833	CDS	1035	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LMIBBFGC_00834	CDS	465	rpsD			30S ribosomal protein S4
LMIBBFGC_00835	CDS	123				hypothetical protein
LMIBBFGC_00836	CDS	396	rpsK			30S ribosomal protein S11
LMIBBFGC_00837	CDS	363	rpsM			30S ribosomal protein S13
LMIBBFGC_00838	CDS	219	infA		COG0361	Translation initiation factor IF-1
LMIBBFGC_00839	CDS	762	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
LMIBBFGC_00840	CDS	1263	secY		COG0201	Protein translocase subunit SecY
LMIBBFGC_00841	CDS	402	rplO			50S ribosomal protein L15
LMIBBFGC_00842	CDS	444	rpsE			30S ribosomal protein S5
LMIBBFGC_00843	CDS	357	rplR			50S ribosomal protein L18
LMIBBFGC_00844	CDS	537	rplF		COG0097	50S ribosomal protein L6
LMIBBFGC_00845	CDS	396	rpsH			30S ribosomal protein S8
LMIBBFGC_00846	CDS	546	rplE			50S ribosomal protein L5
LMIBBFGC_00847	CDS	222	rplX			50S ribosomal protein L24
LMIBBFGC_00848	CDS	369	rplN		COG0093	50S ribosomal protein L14
LMIBBFGC_00849	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
LMIBBFGC_00850	CDS	201				hypothetical protein
LMIBBFGC_00851	CDS	426	rplP		COG0197	50S ribosomal protein L16
LMIBBFGC_00852	CDS	705	rpsC		COG0092	30S ribosomal protein S3
LMIBBFGC_00853	CDS	369	rplV		COG0091	50S ribosomal protein L22
LMIBBFGC_00854	CDS	282	rpsS		COG0185	30S ribosomal protein S19
LMIBBFGC_00855	CDS	831	rplB			50S ribosomal protein L2
LMIBBFGC_00856	CDS	282				hypothetical protein
LMIBBFGC_00857	CDS	648	rplD			50S ribosomal protein L4
LMIBBFGC_00858	CDS	576	rplC		COG0087	50S ribosomal protein L3
LMIBBFGC_00859	CDS	315	rpsJ		COG0051	30S ribosomal protein S10
LMIBBFGC_00860	CDS	1098				hypothetical protein
LMIBBFGC_00861	CDS	576				hypothetical protein
LMIBBFGC_00862	CDS	645	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LMIBBFGC_00863	CDS	252				hypothetical protein
LMIBBFGC_00864	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
LMIBBFGC_00865	CDS	378				hypothetical protein
LMIBBFGC_00866	CDS	1239				hypothetical protein
LMIBBFGC_00867	CDS	1008				hypothetical protein
LMIBBFGC_00868	CDS	1482	cusA_1		COG3696	Cation efflux system protein CusA
LMIBBFGC_00869	CDS	1677	cusA_2		COG3696	Cation efflux system protein CusA
LMIBBFGC_00870	CDS	342				hypothetical protein
LMIBBFGC_00871	CDS	687				hypothetical protein
LMIBBFGC_00872	CDS	1110	dnaJ		COG0484	Chaperone protein DnaJ
LMIBBFGC_00873	CDS	1077				hypothetical protein
LMIBBFGC_00874	CDS	1029	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
LMIBBFGC_00875	CDS	762				hypothetical protein
LMIBBFGC_00876	CDS	525	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
LMIBBFGC_00877	CDS	447				Putative nickel-responsive regulator
LMIBBFGC_00878	CDS	438	tolQ_2			Tol-Pal system protein TolQ
LMIBBFGC_00879	CDS	390	exbD_2		COG0848	Biopolymer transport protein ExbD
LMIBBFGC_00880	CDS	345				hypothetical protein
LMIBBFGC_00881	CDS	366	tonB		COG0810	Protein TonB
LMIBBFGC_00882	CDS	993	aguA	3.5.3.12	COG2957	Agmatine deiminase
LMIBBFGC_00883	CDS	2274	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
LMIBBFGC_00884	CDS	999	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
LMIBBFGC_00885	CDS	933	colC	1.1.1.356		GDP-L-colitose synthase
LMIBBFGC_00886	CDS	1146	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
LMIBBFGC_00887	CDS	1416	algA		COG0662	Alginate biosynthesis protein AlgA
LMIBBFGC_00888	CDS	1137				hypothetical protein
LMIBBFGC_00889	CDS	966				hypothetical protein
LMIBBFGC_00890	CDS	744				hypothetical protein
LMIBBFGC_00891	CDS	126				hypothetical protein
LMIBBFGC_00892	CDS	1056				hypothetical protein
LMIBBFGC_00893	CDS	1005				hypothetical protein
LMIBBFGC_00894	CDS	303			COG0718	Nucleoid-associated protein
LMIBBFGC_00895	CDS	231	panD_1	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LMIBBFGC_00896	CDS	90	panD_2	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LMIBBFGC_00897	CDS	2220	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
LMIBBFGC_00898	CDS	246	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
LMIBBFGC_00899	CDS	414				hypothetical protein
LMIBBFGC_00900	CDS	1785				hypothetical protein
LMIBBFGC_00901	CDS	657	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
LMIBBFGC_00902	CDS	528				hypothetical protein
LMIBBFGC_00903	CDS	1278	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
LMIBBFGC_00904	CDS	1281	gltA	2.3.3.16	COG0372	Citrate synthase
LMIBBFGC_00905	CDS	138				hypothetical protein
LMIBBFGC_00906	CDS	291				hypothetical protein
LMIBBFGC_00907	CDS	1932				hypothetical protein
LMIBBFGC_00908	CDS	2352				hypothetical protein
LMIBBFGC_00909	CDS	849	bioB	2.8.1.6	COG0502	Biotin synthase
LMIBBFGC_00910	CDS	879				hypothetical protein
LMIBBFGC_00911	rRNA	2880				23S ribosomal RNA
LMIBBFGC_00912	CDS	441				hypothetical protein
LMIBBFGC_00913	CDS	1839				hypothetical protein
LMIBBFGC_00914	CDS	921				hypothetical protein
LMIBBFGC_00915	CDS	441	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
LMIBBFGC_00916	CDS	342	rsfS			Ribosomal silencing factor RsfS
LMIBBFGC_00917	CDS	831	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LMIBBFGC_00918	CDS	1104				hypothetical protein
LMIBBFGC_00919	CDS	798				hypothetical protein
LMIBBFGC_00920	CDS	852	cptA	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
LMIBBFGC_00921	CDS	267	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
LMIBBFGC_00922	CDS	381	murB_2	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
LMIBBFGC_00923	CDS	267				hypothetical protein
LMIBBFGC_00924	CDS	1305	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
LMIBBFGC_00925	CDS	915	ptlH		COG0630	Type IV secretion system protein PtlH
LMIBBFGC_00926	CDS	2466	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
LMIBBFGC_00927	CDS	198				hypothetical protein
LMIBBFGC_00928	CDS	258			COG1188	putative protein
LMIBBFGC_00929	CDS	621				hypothetical protein
LMIBBFGC_00930	CDS	258				hypothetical protein
LMIBBFGC_00931	CDS	1074	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
LMIBBFGC_00932	CDS	990	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
LMIBBFGC_00933	CDS	2085	rnaJ	3.1.-.-		Ribonuclease J
LMIBBFGC_00934	CDS	813	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LMIBBFGC_00935	CDS	183				hypothetical protein
LMIBBFGC_00936	CDS	2067				hypothetical protein
LMIBBFGC_00937	CDS	345				hypothetical protein
LMIBBFGC_00938	CDS	882	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
LMIBBFGC_00939	CDS	879				hypothetical protein
LMIBBFGC_00940	CDS	249				hypothetical protein
LMIBBFGC_00941	CDS	732				hypothetical protein
LMIBBFGC_00942	CDS	495				hypothetical protein
LMIBBFGC_00943	CDS	453				hypothetical protein
LMIBBFGC_00944	rRNA	1502				16S ribosomal RNA
LMIBBFGC_00945	CDS	684				hypothetical protein
LMIBBFGC_00946	CDS	267				hypothetical protein
LMIBBFGC_00947	CDS	183	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
LMIBBFGC_00948	CDS	231	csrA		COG1551	Translational regulator CsrA
LMIBBFGC_00949	CDS	804	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
LMIBBFGC_00950	CDS	459	smpB		COG0691	SsrA-binding protein
LMIBBFGC_00951	CDS	453	tolQ_3			Tol-Pal system protein TolQ
LMIBBFGC_00952	CDS	402	tolR			Tol-Pal system protein TolR
LMIBBFGC_00953	CDS	486	rnpA	3.1.26.5		Ribonuclease P protein component
LMIBBFGC_00954	CDS	357	yidD			Putative membrane protein insertion efficiency factor
LMIBBFGC_00955	CDS	504	yidC_1			Membrane protein insertase YidC
LMIBBFGC_00956	CDS	1155	yidC_2		COG0706	Membrane protein insertase YidC
LMIBBFGC_00957	CDS	795				hypothetical protein
LMIBBFGC_00958	CDS	1353	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
LMIBBFGC_00959	CDS	2235				hypothetical protein
LMIBBFGC_00960	CDS	912				hypothetical protein
LMIBBFGC_00961	CDS	342				hypothetical protein
LMIBBFGC_00962	CDS	528				LPP20 lipoprotein
LMIBBFGC_00963	CDS	633				hypothetical protein
LMIBBFGC_00964	CDS	315	trxA_2		COG0526	Thioredoxin
LMIBBFGC_00965	CDS	774	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
LMIBBFGC_00966	CDS	2370	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
LMIBBFGC_00967	CDS	1194	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
LMIBBFGC_00968	CDS	1053	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
LMIBBFGC_00969	CDS	105				hypothetical protein
LMIBBFGC_00970	CDS	588				hypothetical protein
LMIBBFGC_00971	CDS	216				hypothetical protein
LMIBBFGC_00972	CDS	360				hypothetical protein
LMIBBFGC_00973	CDS	816				hypothetical protein
LMIBBFGC_00974	CDS	789	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
LMIBBFGC_00975	CDS	1134				hypothetical protein
LMIBBFGC_00976	CDS	510				hypothetical protein
LMIBBFGC_00977	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
LMIBBFGC_00978	CDS	747				hypothetical protein
LMIBBFGC_00979	CDS	996	polA_1	2.7.7.7		DNA polymerase I, thermostable
LMIBBFGC_00980	CDS	1701	polA_2	2.7.7.7		DNA polymerase I
LMIBBFGC_00981	CDS	636				hypothetical protein
LMIBBFGC_00982	CDS	630				hypothetical protein
LMIBBFGC_00983	CDS	2037	bcgIA	3.1.21.-		Restriction enzyme BgcI subunit alpha
LMIBBFGC_00984	CDS	576				hypothetical protein
LMIBBFGC_00985	CDS	576	tmk	2.7.4.9	COG0125	Thymidylate kinase
LMIBBFGC_00986	CDS	474	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
LMIBBFGC_00987	CDS	564	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
LMIBBFGC_00988	CDS	657				hypothetical protein
LMIBBFGC_00989	CDS	2007	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
LMIBBFGC_00990	CDS	1008				hypothetical protein
LMIBBFGC_00991	CDS	462				hypothetical protein
LMIBBFGC_00992	CDS	963				hypothetical protein
LMIBBFGC_00993	CDS	1248	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LMIBBFGC_00994	CDS	132				hypothetical protein
LMIBBFGC_00995	CDS	576				hypothetical protein
LMIBBFGC_00996	CDS	261	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
LMIBBFGC_00997	CDS	540	menG	2.1.1.163		Demethylmenaquinone methyltransferase
LMIBBFGC_00998	CDS	252	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LMIBBFGC_00999	CDS	447				hypothetical protein
LMIBBFGC_01000	CDS	504				hypothetical protein
LMIBBFGC_01001	CDS	1131				hypothetical protein
LMIBBFGC_01002	CDS	1098				hypothetical protein
LMIBBFGC_01003	CDS	990				hypothetical protein
LMIBBFGC_01004	CDS	321				hypothetical protein
LMIBBFGC_01005	CDS	1224				hypothetical protein
LMIBBFGC_01006	CDS	1350				hypothetical protein
LMIBBFGC_01007	CDS	1029				hypothetical protein
LMIBBFGC_01008	CDS	657				hypothetical protein
LMIBBFGC_01009	CDS	270	nfuA			Fe/S biogenesis protein NfuA
LMIBBFGC_01010	CDS	612				hypothetical protein
LMIBBFGC_01011	CDS	1344	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LMIBBFGC_01012	CDS	951	tal	2.2.1.2		Transaldolase
LMIBBFGC_01013	CDS	537	rplY			50S ribosomal protein L25
LMIBBFGC_01014	CDS	561	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
LMIBBFGC_01015	CDS	1068				hypothetical protein
LMIBBFGC_01016	CDS	924				hypothetical protein
LMIBBFGC_01017	CDS	1080				hypothetical protein
LMIBBFGC_01018	CDS	438				hypothetical protein
LMIBBFGC_01019	CDS	567	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
LMIBBFGC_01020	CDS	1458	copA_1	7.2.2.8		Copper-exporting P-type ATPase
LMIBBFGC_01021	CDS	378				hypothetical protein
LMIBBFGC_01022	CDS	717	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
LMIBBFGC_01023	CDS	480				hypothetical protein
LMIBBFGC_01024	CDS	552				hypothetical protein
LMIBBFGC_01025	CDS	1227	gltS		COG0786	Sodium/glutamate symporter
LMIBBFGC_01026	CDS	1200		1.5.1.43		Carboxynorspermidine synthase
LMIBBFGC_01027	CDS	573				hypothetical protein
LMIBBFGC_01028	CDS	699				hypothetical protein
LMIBBFGC_01029	CDS	663	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
LMIBBFGC_01030	CDS	354				hypothetical protein
LMIBBFGC_01031	CDS	327				hypothetical protein
LMIBBFGC_01032	CDS	2640	btuB_2			Vitamin B12 transporter BtuB
LMIBBFGC_01033	CDS	1161	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
LMIBBFGC_01034	CDS	1188	nusA		COG0195	Transcription termination/antitermination protein NusA
LMIBBFGC_01035	CDS	1068				hypothetical protein
LMIBBFGC_01036	CDS	2697				hypothetical protein
LMIBBFGC_01037	CDS	2142				hypothetical protein
LMIBBFGC_01038	CDS	414				hypothetical protein
LMIBBFGC_01039	CDS	1545				hypothetical protein
LMIBBFGC_01040	CDS	600				hypothetical protein
LMIBBFGC_01041	CDS	213				hypothetical protein
LMIBBFGC_01042	CDS	339				hypothetical protein
LMIBBFGC_01043	CDS	1365				hypothetical protein
LMIBBFGC_01044	CDS	1074	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
LMIBBFGC_01045	CDS	837				hypothetical protein
LMIBBFGC_01046	CDS	354				hypothetical protein
LMIBBFGC_01047	CDS	636				hypothetical protein
LMIBBFGC_01048	CDS	753	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
LMIBBFGC_01049	tRNA	76				tRNA-Phe(gaa)
LMIBBFGC_01050	CDS	111				hypothetical protein
LMIBBFGC_01051	CDS	1338				hypothetical protein
LMIBBFGC_01052	CDS	1368	dnaA		COG0593	Chromosomal replication initiator protein DnaA
LMIBBFGC_01053	CDS	537				hypothetical protein
LMIBBFGC_01054	CDS	240				putative protein
LMIBBFGC_01055	CDS	1794	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LMIBBFGC_01056	CDS	627	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
LMIBBFGC_01057	CDS	426				hypothetical protein
LMIBBFGC_01058	CDS	687				hypothetical protein
LMIBBFGC_01059	CDS	777				hypothetical protein
LMIBBFGC_01060	CDS	282				hypothetical protein
LMIBBFGC_01061	CDS	2124				hypothetical protein
LMIBBFGC_01062	CDS	2088	hsdR_2	3.1.21.3		Type-1 restriction enzyme R protein
LMIBBFGC_01063	CDS	870				hypothetical protein
LMIBBFGC_01064	CDS	321				hypothetical protein
LMIBBFGC_01065	CDS	378				hypothetical protein
LMIBBFGC_01066	CDS	2037				hypothetical protein
LMIBBFGC_01067	CDS	507	btuB_3			Vitamin B12 transporter BtuB
LMIBBFGC_01068	CDS	969	rocF	3.5.3.1	COG0010	Arginase
LMIBBFGC_01069	CDS	1143	ald	1.4.1.1	COG0686	Alanine dehydrogenase
LMIBBFGC_01070	CDS	1755				hypothetical protein
LMIBBFGC_01071	CDS	348				hypothetical protein
LMIBBFGC_01072	CDS	306				hypothetical protein
LMIBBFGC_01073	CDS	855	nadK	2.7.1.23		NAD kinase
LMIBBFGC_01074	CDS	1575	recN		COG0497	DNA repair protein RecN
LMIBBFGC_01075	CDS	1308				hypothetical protein
LMIBBFGC_01076	CDS	297				hypothetical protein
LMIBBFGC_01077	CDS	528				hypothetical protein
LMIBBFGC_01078	CDS	201				hypothetical protein
LMIBBFGC_01079	CDS	450				hypothetical protein
LMIBBFGC_01080	CDS	147				hypothetical protein
LMIBBFGC_01081	CDS	573	dinG	3.1.-.-		3'-5' exonuclease DinG
LMIBBFGC_01082	CDS	324				hypothetical protein
LMIBBFGC_01083	CDS	654	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
LMIBBFGC_01084	CDS	873	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
LMIBBFGC_01085	CDS	204				hypothetical protein
LMIBBFGC_01086	CDS	897				hypothetical protein
LMIBBFGC_01087	CDS	99				hypothetical protein
LMIBBFGC_01088	CDS	636				hypothetical protein
LMIBBFGC_01089	CDS	396				hypothetical protein
LMIBBFGC_01090	CDS	1068	tsf		COG0264	Elongation factor Ts
LMIBBFGC_01091	CDS	795	rpsB		COG0052	30S ribosomal protein S2
LMIBBFGC_01092	CDS	120				hypothetical protein
LMIBBFGC_01093	CDS	2850	recB	3.1.11.5		RecBCD enzyme subunit RecB
LMIBBFGC_01094	CDS	1317	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
LMIBBFGC_01095	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
LMIBBFGC_01096	CDS	1443	secD		COG0342	Protein translocase subunit SecD
LMIBBFGC_01097	CDS	384	secF_1			Protein-export membrane protein SecF
